VendorID,tpep_pickup_datetime,tpep_dropoff_datetime,passenger_count,trip_distance,RatecodeID,store_and_fwd_flag,PULocationID,DOLocationID,payment_type,fare_amount,extra,mta_tax,tip_amount,tolls_amount,improvement_surcharge,total_amount,congestion_surcharge
2,2020-01-01 00:08:31,2020-01-01 00:46:45,3,22.49,1,N,113,124,2,61.5,0.5,0.5,0.0,0.0,0.3,65.3,2.5
2,2020-01-01 00:41:39,2020-01-01 00:52:59,2,1.32,1,N,48,142,1,8.5,0.5,0.5,0.0,0.0,0.3,12.3,2.5
1,2020-01-01 00:39:57,2020-01-01 00:49:34,2,2.3,1,N,143,166,1,9.5,3.0,0.5,2.65,0.0,0.3,15.95,2.5
1,2020-01-01 00:59:31,2020-01-01 01:16:08,3,2.6,1,N,151,262,1,13.0,3.0,0.5,3.35,0.0,0.3,20.15,2.5
2,2020-01-01 00:16:16,2020-01-01 00:35:59,1,1.79,1,N,237,164,2,12.5,0.5,0.5,0.0,0.0,0.3,16.3,2.5
2,2020-01-01 00:43:01,2020-01-01 00:54:30,1,1.16,1,N,186,137,1,8.5,0.5,0.5,1.0,0.0,0.3,13.3,2.5
2,2020-01-01 00:23:12,2020-01-01 00:35:05,2,2.24,1,N,161,263,1,10.5,0.5,0.5,2.86,0.0,0.3,17.16,2.5
2,2020-01-01 00:54:03,2020-01-01 01:17:59,2,3.43,1,N,163,211,1,16.5,0.5,0.5,4.06,0.0,0.3,24.36,2.5
1,2020-01-01 00:14:29,2020-01-01 00:18:29,0,0.5,1,N,234,234,1,4.5,3.0,0.5,1.65,0.0,0.3,9.95,2.5
1,2020-01-01 00:30:19,2020-01-01 00:36:58,2,0.9,1,N,234,137,1,6.5,3.0,0.5,2.05,0.0,0.3,12.35,2.5
1,2020-01-01 00:43:07,2020-01-01 00:55:31,2,2.1,1,N,107,68,1,10.0,3.0,0.5,1.0,0.0,0.3,14.8,2.5
1,2020-01-01 00:59:58,2020-01-01 01:24:24,1,1.7,1,N,48,170,1,15.0,3.0,0.5,4.7,0.0,0.3,23.5,2.5
1,2020-01-01 00:17:18,2020-01-01 00:34:00,2,1.6,1,N,90,170,1,11.5,3.0,0.5,3.05,0.0,0.3,18.35,2.5
1,2020-01-01 00:51:05,2020-01-01 01:00:42,1,0.7,1,N,107,164,1,7.5,3.0,0.5,2.26,0.0,0.3,13.56,2.5
2,2020-01-01 00:14:55,2020-01-01 00:24:31,1,1.89,1,N,74,151,2,8.0,0.5,0.5,0.0,0.0,0.3,9.3,0.0
2,2020-01-01 00:31:21,2020-01-01 00:38:44,1,1.43,1,N,43,239,2,7.5,0.5,0.5,0.0,0.0,0.3,11.3,2.5
2,2020-01-01 00:40:28,2020-01-01 01:06:34,1,5.68,1,N,143,209,1,21.5,0.5,0.5,3.8,0.0,0.3,29.1,2.5
2,2020-01-01 00:20:06,2020-01-01 00:30:16,1,1.6,1,N,161,170,1,8.5,0.5,0.5,0.0,0.0,0.3,12.3,2.5
2,2020-01-01 00:32:46,2020-01-01 00:40:50,1,1.3,1,N,170,234,1,7.5,0.5,0.5,2.26,0.0,0.3,13.56,2.5
2,2020-01-01 00:44:14,2020-01-01 00:59:52,1,2.47,1,N,234,231,2,12.0,0.5,0.5,0.0,0.0,0.3,15.8,2.5
2,2020-01-01 00:26:10,2020-01-01 00:33:45,1,1.56,1,N,239,238,1,7.5,0.5,0.5,2.0,0.0,0.3,13.3,2.5
2,2020-01-01 00:22:07,2020-01-01 00:36:33,1,1.76,1,N,114,79,2,10.5,0.5,0.5,0.0,0.0,0.3,14.3,2.5
2,2020-01-01 00:41:11,2020-01-01 00:50:00,1,0.98,1,N,79,148,1,7.0,0.5,0.5,2.7,0.0,0.3,13.5,2.5
2,2020-01-01 00:51:01,2020-01-01 01:07:34,1,2.6,1,N,148,233,1,12.5,0.5,0.5,4.89,0.0,0.3,21.19,2.5
2,2020-01-01 00:35:50,2020-01-01 00:41:31,1,1.16,1,N,263,140,1,6.0,0.5,0.5,2.94,0.0,0.3,12.74,2.5
2,2020-01-01 00:50:33,2020-01-01 01:12:00,1,3.51,1,N,162,211,1,15.5,0.5,0.5,4.82,0.0,0.3,24.12,2.5
1,2020-01-01 00:14:55,2020-01-01 00:29:07,2,3.7,1,N,239,229,2,14.0,3.0,0.5,0.0,0.0,0.3,17.8,2.5
1,2020-01-01 00:34:24,2020-01-01 00:39:22,3,0.4,1,N,229,161,2,5.0,3.0,0.5,0.0,0.0,0.3,8.8,2.5
1,2020-01-01 00:46:39,2020-01-01 00:47:30,2,0.4,1,N,161,162,2,2.5,3.0,0.5,0.0,0.0,0.3,6.3,2.5
1,2020-01-01 00:57:54,2020-01-01 01:11:08,4,2.6,1,N,236,233,1,11.5,3.0,0.5,3.8,0.0,0.3,19.1,2.5
2,2020-01-01 00:16:00,2020-01-01 00:18:22,1,0.75,1,N,263,262,1,4.0,0.5,0.5,1.95,0.0,0.3,9.75,2.5
2,2020-01-01 00:30:59,2020-01-01 00:35:29,1,0.7,1,N,237,263,1,5.0,0.5,0.5,2.0,0.0,0.3,10.8,2.5
2,2020-01-01 00:38:46,2020-01-01 00:59:10,1,6.64,1,N,263,114,1,22.5,0.5,0.5,5.26,0.0,0.3,31.56,2.5
1,2020-01-01 00:06:28,2020-01-01 00:14:00,2,1.5,1,N,237,142,1,7.5,3.0,0.5,2.25,0.0,0.3,13.55,2.5
1,2020-01-01 00:17:32,2020-01-01 00:20:22,2,0.6,1,N,143,239,1,4.0,3.0,0.5,0.8,0.0,0.3,8.6,2.5
1,2020-01-01 00:22:01,2020-01-01 00:30:32,2,1.4,1,N,239,236,1,8.0,3.0,0.5,2.95,0.0,0.3,14.75,2.5
1,2020-01-01 00:31:44,2020-01-01 00:35:20,3,0.7,1,N,236,236,1,4.5,3.0,0.5,1.25,0.0,0.3,9.55,2.5
1,2020-01-01 00:36:18,2020-01-01 00:40:10,0,0.8,1,N,236,263,2,5.0,3.0,0.5,0.0,0.0,0.3,8.8,2.5
1,2020-01-01 00:43:04,2020-01-01 00:47:19,2,1.0,1,N,262,75,1,5.5,3.0,0.5,1.85,0.0,0.3,11.15,2.5
1,2020-01-01 00:50:55,2020-01-01 00:53:24,0,0.4,1,N,263,263,1,4.0,3.0,0.5,2.3,0.0,0.3,10.1,2.5
1,2020-01-01 00:54:10,2020-01-01 00:58:46,2,1.3,1,N,263,229,2,6.0,3.0,0.5,0.0,0.0,0.3,9.8,2.5
2,2020-01-01 00:43:48,2020-01-01 00:51:39,1,1.5,1,N,148,137,2,7.5,0.5,0.5,0.0,0.0,0.3,11.3,2.5
2,2020-01-01 00:58:19,2020-01-01 01:04:37,1,0.97,1,N,79,164,1,6.0,0.5,0.5,1.96,0.0,0.3,11.76,2.5
2,2020-01-01 00:20:08,2020-01-01 00:29:34,1,1.27,1,N,164,107,1,7.5,0.5,0.5,2.82,0.0,0.3,14.12,2.5
2,2020-01-01 00:36:33,2020-01-01 00:39:29,1,0.32,1,N,137,107,1,4.0,0.5,0.5,1.56,0.0,0.3,9.36,2.5
2,2020-01-01 00:40:51,2020-01-01 00:45:54,1,0.74,1,N,107,170,1,5.0,0.5,0.5,2.2,0.0,0.3,11.0,2.5
2,2020-01-01 00:58:01,2020-01-01 01:02:39,1,0.64,1,N,170,233,4,-5.0,-0.5,-0.5,0.0,0.0,-0.3,-8.8,-2.5
2,2020-01-01 00:58:01,2020-01-01 01:02:39,1,0.64,1,N,170,233,2,5.0,0.5,0.5,0.0,0.0,0.3,8.8,2.5
2,2020-01-01 00:07:52,2020-01-01 00:10:56,1,0.96,1,N,263,141,1,4.5,0.5,0.5,1.66,0.0,0.3,9.96,2.5
2,2020-01-01 00:17:16,2020-01-01 00:27:03,6,1.51,1,N,234,158,1,8.5,0.5,0.5,2.46,0.0,0.3,14.76,2.5
2,2020-01-01 00:35:57,2020-01-01 00:42:26,1,0.8,1,N,249,79,1,6.0,0.5,0.5,1.96,0.0,0.3,11.76,2.5
2,2020-01-01 00:49:25,2020-01-01 00:54:29,6,1.11,1,N,107,170,1,6.0,0.5,0.5,2.94,0.0,0.3,12.74,2.5
1,2020-01-01 00:08:39,2020-01-01 00:26:08,1,4.5,1,N,237,166,2,16.0,3.0,0.5,0.0,0.0,0.3,19.8,2.5
1,2020-01-01 00:27:50,2020-01-01 00:57:51,1,5.0,1,N,166,48,2,23.5,3.0,0.5,0.0,0.0,0.3,27.3,2.5
1,2020-01-01 00:18:20,2020-01-01 00:21:59,1,1.6,1,N,141,75,1,6.0,3.0,0.5,2.0,0.0,0.3,11.8,2.5
1,2020-01-01 00:29:59,2020-01-01 00:46:33,1,2.1,1,N,263,142,1,12.5,3.0,0.5,3.25,0.0,0.3,19.55,2.5
1,2020-01-01 00:49:16,2020-01-01 00:53:49,2,1.1,1,N,143,238,1,6.0,3.0,0.5,2.0,0.0,0.3,11.8,2.5
2,2020-01-01 00:09:53,2020-01-01 00:37:08,1,2.07,1,N,164,246,2,17.0,0.5,0.5,0.0,0.0,0.3,20.8,2.5
2,2020-01-01 00:52:32,2020-01-01 01:12:31,1,1.25,1,N,142,50,1,12.5,0.5,0.5,20.0,0.0,0.3,36.3,2.5
2,2020-01-01 00:32:09,2020-01-01 00:36:38,1,1.1,1,N,229,141,1,5.5,0.5,0.5,1.86,0.0,0.3,11.16,2.5
2,2020-01-01 00:25:41,2020-01-01 00:29:33,1,1.1,1,N,237,263,1,5.0,0.5,0.5,1.76,0.0,0.3,10.56,2.5
2,2020-01-01 00:30:02,2020-01-01 00:34:49,1,0.98,1,N,263,236,1,5.5,0.5,0.5,2.79,0.0,0.3,12.09,2.5
2,2020-01-01 00:37:13,2020-01-01 00:41:33,1,0.39,1,N,263,75,1,4.5,0.5,0.5,0.8,0.0,0.3,9.1,2.5
2,2020-01-01 00:44:54,2020-01-01 00:51:36,1,1.02,1,N,263,236,1,6.5,0.5,0.5,2.06,0.0,0.3,12.36,2.5
2,2020-01-01 00:59:22,2020-01-01 01:03:44,1,1.07,1,N,263,140,1,5.5,0.5,0.5,1.86,0.0,0.3,11.16,2.5
2,2020-01-01 00:20:35,2020-01-01 00:31:48,2,2.86,1,N,137,263,1,11.0,0.5,0.5,2.96,0.0,0.3,17.76,2.5
2,2020-01-01 00:44:29,2020-01-01 00:55:33,2,1.89,1,N,43,239,1,9.0,0.5,0.5,2.56,0.0,0.3,15.36,2.5
2,2020-01-01 00:57:18,2020-01-01 01:02:52,2,1.46,1,N,239,142,2,6.5,0.5,0.5,0.0,0.0,0.3,10.3,2.5
2,2020-01-01 00:05:12,2020-01-01 00:16:16,1,1.69,1,N,236,43,2,9.0,0.5,0.5,0.0,0.0,0.3,12.8,2.5
2,2020-01-01 00:45:49,2020-01-01 00:51:16,1,1.18,1,N,163,141,1,6.5,0.5,0.5,0.0,0.0,0.3,10.3,2.5
2,2020-01-01 00:54:14,2020-01-01 01:03:28,2,2.9,1,N,141,74,2,10.0,0.5,0.5,0.0,0.0,0.3,13.8,2.5
2,2020-01-01 00:21:57,2020-01-01 00:30:23,5,0.95,1,N,114,125,1,7.0,0.5,0.5,3.24,0.0,0.3,14.04,2.5
2,2020-01-01 00:35:57,2020-01-01 00:53:13,5,3.66,1,N,211,80,1,15.0,0.5,0.5,3.76,0.0,0.3,22.56,2.5
1,2020-01-01 00:22:56,2020-01-01 00:27:31,1,0.7,1,Y,234,234,1,5.0,3.0,0.5,1.75,0.0,0.3,10.55,2.5
1,2020-01-01 00:32:09,2020-01-01 00:44:37,1,2.4,1,Y,249,261,2,11.0,3.0,0.5,0.0,0.0,0.3,14.8,2.5
1,2020-01-01 00:48:52,2020-01-01 01:08:47,1,6.6,1,Y,231,112,1,21.5,3.0,0.5,5.05,0.0,0.3,30.35,2.5
1,2020-01-01 00:17:37,2020-01-01 00:22:20,1,0.9,1,N,229,237,1,5.0,3.0,0.5,1.41,0.0,0.3,10.21,2.5
1,2020-01-01 00:24:56,2020-01-01 00:30:09,1,1.3,1,N,237,263,1,6.0,3.0,0.5,1.95,0.0,0.3,11.75,2.5
1,2020-01-01 00:32:25,2020-01-01 00:48:23,1,4.7,1,N,263,7,2,16.0,3.0,0.5,0.0,0.0,0.3,19.8,2.5
1,2020-01-01 00:50:57,2020-01-01 01:23:03,1,14.2,1,N,7,254,2,40.5,0.5,0.5,0.0,6.12,0.3,47.92,0.0
2,2020-01-01 00:01:02,2020-01-01 00:01:17,1,0.0,5,N,249,90,1,10.0,0.0,0.0,2.56,0.0,0.3,15.36,2.5
2,2020-01-01 00:22:31,2020-01-01 00:55:24,2,7.0,1,N,158,41,1,27.5,0.5,0.5,6.26,0.0,0.3,37.56,2.5
2,2020-01-01 00:11:11,2020-01-01 00:16:35,1,1.19,1,N,231,249,2,6.0,0.5,0.5,0.0,0.0,0.3,9.8,2.5
2,2020-01-01 00:31:16,2020-01-01 00:38:51,2,1.34,1,N,144,107,1,6.5,0.5,0.5,5.0,0.0,0.3,15.3,2.5
2,2020-01-01 00:47:15,2020-01-01 00:52:30,1,0.66,1,N,114,249,1,5.5,0.5,0.5,1.67,0.0,0.3,10.97,2.5
2,2020-01-01 00:56:36,2020-01-01 01:01:49,1,0.6,1,N,249,249,2,5.0,0.5,0.5,0.0,0.0,0.3,8.8,2.5
2,2020-01-01 00:09:12,2020-01-01 00:27:09,2,1.83,1,N,234,48,1,12.0,0.5,0.5,3.16,0.0,0.3,18.96,2.5
2,2020-01-01 00:45:13,2020-01-01 00:55:36,1,1.87,1,N,246,113,2,9.0,0.5,0.5,0.0,0.0,0.3,12.8,2.5
2,2020-01-01 00:56:24,2020-01-01 00:59:09,1,0.5,1,N,113,114,1,4.0,0.5,0.5,1.5,0.0,0.3,9.3,2.5
1,2020-01-01 00:12:31,2020-01-01 00:14:45,4,0.3,1,N,162,237,1,3.5,3.0,0.5,2.15,0.0,0.3,9.45,2.5
1,2020-01-01 00:16:32,2020-01-01 00:21:31,2,1.1,1,N,237,262,1,6.0,3.0,0.5,2.45,0.0,0.3,12.25,2.5
1,2020-01-01 00:29:12,2020-01-01 00:35:47,2,1.3,1,N,141,236,1,7.0,3.0,0.5,3.2,0.0,0.3,14.0,2.5
1,2020-01-01 00:39:39,2020-01-01 01:04:50,3,2.1,1,N,43,48,2,16.0,3.0,0.5,0.0,0.0,0.3,19.8,2.5
1,2020-01-01 00:14:07,2020-01-01 00:22:26,4,1.0,1,N,79,79,2,7.0,3.0,0.5,0.0,0.0,0.3,10.8,2.5
1,2020-01-01 00:25:49,2020-01-01 00:37:36,3,2.1,1,N,79,229,1,9.5,3.0,0.5,1.0,0.0,0.3,14.3,2.5
1,2020-01-01 00:41:25,2020-01-01 01:03:59,2,2.4,1,N,233,142,1,14.5,3.0,0.5,5.0,0.0,0.3,23.3,2.5
2,2020-01-01 00:29:52,2020-01-01 00:35:21,3,0.83,1,N,114,79,1,5.5,0.5,0.5,1.86,0.0,0.3,11.16,2.5
2,2020-01-01 00:42:28,2020-01-01 01:07:42,3,2.8,1,N,79,48,1,17.5,0.5,0.5,1.0,0.0,0.3,22.3,2.5
2,2020-01-01 00:17:24,2020-01-01 00:51:17,2,3.38,1,N,48,233,1,21.0,0.5,0.5,4.96,0.0,0.3,29.76,2.5
2,2020-01-01 00:23:27,2020-01-01 00:27:25,1,1.23,1,N,237,236,1,5.5,0.5,0.5,1.86,0.0,0.3,11.16,2.5
2,2020-01-01 00:31:35,2020-01-01 00:41:30,1,1.27,1,N,43,161,2,8.0,0.5,0.5,0.0,0.0,0.3,11.8,2.5
2,2020-01-01 00:42:18,2020-01-01 00:51:56,1,1.49,1,N,161,236,2,8.0,0.5,0.5,0.0,0.0,0.3,11.8,2.5
2,2020-01-01 00:54:07,2020-01-01 01:03:26,1,2.0,1,N,236,238,1,9.0,0.5,0.5,2.56,0.0,0.3,15.36,2.5
1,2020-01-01 00:51:10,2020-01-01 00:55:27,1,0.0,5,N,265,265,3,0.01,0.0,0.0,0.0,0.0,0.3,0.31,0.0
2,2020-01-01 00:21:43,2020-01-01 00:42:41,4,2.37,1,N,68,170,2,14.0,0.5,0.5,0.0,0.0,0.3,17.8,2.5
2,2020-01-01 00:46:51,2020-01-01 00:54:32,3,1.13,1,N,164,137,1,7.0,0.5,0.5,2.16,0.0,0.3,12.96,2.5
2,2020-01-01 00:55:38,2020-01-01 01:00:19,3,0.94,1,N,137,79,1,5.5,0.5,0.5,1.86,0.0,0.3,11.16,2.5
2,2020-01-01 00:04:43,2020-01-01 00:10:25,1,2.6,1,N,262,170,1,9.5,0.5,0.5,2.66,0.0,0.3,15.96,2.5
2,2020-01-01 00:13:18,2020-01-01 00:19:06,1,1.47,1,N,137,113,1,6.5,0.5,0.5,2.58,0.0,0.3,12.88,2.5
2,2020-01-01 00:21:55,2020-01-01 00:29:38,1,0.92,1,N,113,107,1,6.5,0.5,0.5,2.06,0.0,0.3,12.36,2.5
2,2020-01-01 00:55:56,2020-01-01 01:14:38,1,4.57,1,N,107,239,2,16.5,0.5,0.5,0.0,0.0,0.3,20.3,2.5
1,2020-01-01 00:25:57,2020-01-01 00:36:09,1,2.0,1,N,74,24,1,9.0,0.5,0.5,0.01,0.0,0.3,10.31,0.0
1,2020-01-01 00:39:15,2020-01-01 00:52:31,1,2.5,1,N,264,142,1,11.5,3.0,0.5,2.0,0.0,0.3,17.3,2.5
1,2020-01-01 00:54:08,2020-01-01 00:57:20,2,0.6,1,N,142,142,2,4.0,3.0,0.5,0.0,0.0,0.3,7.8,2.5
1,2020-01-01 00:59:27,2020-01-01 01:16:39,1,4.2,1,N,142,152,2,15.5,3.0,0.5,0.0,0.0,0.3,19.3,2.5
1,2020-01-01 00:41:40,2020-01-01 00:47:57,1,1.0,1,N,162,237,2,6.5,3.0,0.5,0.0,0.0,0.3,10.3,2.5
1,2020-01-01 00:26:18,2020-01-01 00:55:10,1,6.5,1,N,161,157,1,24.0,3.0,0.5,5.55,0.0,0.3,33.35,2.5
2,2020-01-01 00:30:18,2020-01-01 00:50:55,2,1.8,1,N,161,234,1,13.0,0.5,0.5,3.36,0.0,0.3,20.16,2.5
2,2020-01-01 00:52:23,2020-01-01 01:04:37,2,1.58,1,N,186,107,1,9.0,0.5,0.5,2.56,0.0,0.3,15.36,2.5
2,2020-01-01 00:23:11,2020-01-01 00:31:23,1,1.43,1,N,148,224,1,7.5,0.5,0.5,2.26,0.0,0.3,13.56,2.5
2,2020-01-01 00:43:46,2020-01-01 01:03:45,1,2.65,1,N,114,246,2,15.0,0.5,0.5,0.0,0.0,0.3,18.8,2.5
1,2020-01-01 00:56:53,2020-01-01 01:23:36,2,2.6,1,N,246,142,2,17.0,3.0,0.5,0.0,0.0,0.3,20.8,2.5
2,2020-01-01 00:26:11,2020-01-01 00:31:27,1,0.95,1,N,107,137,1,5.5,0.5,0.5,1.86,0.0,0.3,11.16,2.5
2,2020-01-01 00:34:35,2020-01-01 00:52:50,1,4.87,1,N,137,41,2,16.5,0.5,0.5,0.0,0.0,0.3,20.3,2.5
2,2020-01-01 00:16:17,2020-01-01 00:22:33,1,0.87,1,N,249,79,1,6.0,0.5,0.5,1.96,0.0,0.3,11.76,2.5
2,2020-01-01 00:25:16,2020-01-01 00:45:13,1,1.57,1,N,79,164,1,13.0,0.5,0.5,1.0,0.0,0.3,17.8,2.5
2,2020-01-01 00:48:02,2020-01-01 00:59:16,1,1.02,1,N,164,246,2,8.0,0.5,0.5,0.0,0.0,0.3,11.8,2.5
2,2020-01-01 00:38:29,2020-01-01 00:50:07,1,1.89,1,N,107,249,1,9.5,0.5,0.5,2.66,0.0,0.3,15.96,2.5
2,2020-01-01 00:50:59,2020-01-01 01:17:07,1,5.06,1,N,249,140,2,20.5,0.5,0.5,0.0,0.0,0.3,24.3,2.5
2,2020-01-01 00:09:24,2020-01-01 01:02:05,1,5.72,1,N,158,43,2,32.0,0.5,0.5,0.0,0.0,0.3,35.8,2.5
2,2020-01-01 00:35:20,2020-01-01 00:40:39,1,0.6,1,N,163,162,2,5.5,0.5,0.5,0.0,0.0,0.3,9.3,2.5
2,2020-01-01 00:48:04,2020-01-01 01:11:21,1,6.99,1,N,161,247,1,23.0,0.5,0.5,5.36,0.0,0.3,32.16,2.5
2,2020-01-01 00:12:04,2020-01-01 00:30:29,2,3.28,1,N,142,166,1,15.0,0.5,0.5,5.64,0.0,0.3,24.44,2.5
2,2020-01-01 00:32:06,2020-01-01 00:45:17,2,2.16,1,N,166,42,2,11.0,0.5,0.5,0.0,0.0,0.3,12.3,0.0
2,2020-01-01 00:48:26,2020-01-01 00:59:26,2,3.63,1,N,42,243,2,13.0,0.5,0.5,0.0,0.0,0.3,14.3,0.0
2,2020-01-01 00:07:57,2020-01-01 00:31:04,1,5.0,1,N,238,137,1,20.0,0.5,0.5,4.76,0.0,0.3,28.56,2.5
2,2020-01-01 00:32:18,2020-01-01 00:53:00,1,4.71,1,N,137,238,1,17.5,0.5,0.5,6.39,0.0,0.3,27.69,2.5
2,2020-01-01 00:54:06,2020-01-01 01:14:21,1,3.25,1,N,238,140,2,15.5,0.5,0.5,0.0,0.0,0.3,19.3,2.5
2,2020-01-01 00:04:48,2020-01-01 00:13:41,1,1.09,1,N,114,79,1,7.5,0.5,0.5,2.26,0.0,0.3,13.56,2.5
2,2020-01-01 00:23:52,2020-01-01 00:39:16,1,2.16,1,N,79,186,1,11.5,0.5,0.5,2.3,0.0,0.3,17.6,2.5
2,2020-01-01 00:41:14,2020-01-01 01:14:40,1,5.61,1,N,68,75,2,25.0,0.5,0.5,0.0,0.0,0.3,28.8,2.5
2,2020-01-01 00:26:37,2020-01-01 00:44:46,1,5.93,1,N,68,152,1,20.5,0.5,0.5,0.0,0.0,0.3,24.3,2.5
1,2020-01-01 00:25:39,2020-01-01 00:28:06,2,0.4,1,N,162,233,1,3.5,3.0,0.5,1.45,0.0,0.3,8.75,2.5
1,2020-01-01 00:46:29,2020-01-01 01:01:08,1,2.7,1,N,162,79,1,11.5,3.0,0.5,1.0,0.0,0.3,16.3,2.5
2,2020-01-01 00:14:29,2020-01-01 00:36:04,6,6.1,1,N,13,170,2,21.5,0.5,0.5,0.0,0.0,0.3,25.3,2.5
2,2020-01-01 00:42:40,2020-01-01 01:08:38,5,8.77,1,N,164,179,1,27.5,0.5,0.5,7.41,5.76,0.3,44.47,2.5
2,2020-01-01 00:13:01,2020-01-01 00:49:08,1,2.71,1,N,142,164,2,21.5,0.5,0.5,0.0,0.0,0.3,25.3,2.5
2,2020-01-01 00:52:25,2020-01-01 01:02:48,1,2.07,1,N,164,125,1,9.0,0.5,0.5,2.56,0.0,0.3,15.36,2.5
2,2020-01-01 00:41:58,2020-01-01 00:43:33,5,0.42,1,N,249,249,1,3.5,0.5,0.5,1.46,0.0,0.3,8.76,2.5
2,2020-01-01 00:44:26,2020-01-01 00:53:20,5,1.63,1,N,249,231,1,8.0,0.5,0.5,1.75,0.0,0.3,13.55,2.5
2,2020-01-01 00:20:33,2020-01-01 00:33:16,1,1.56,1,N,209,13,2,10.0,0.5,0.5,0.0,0.0,0.3,13.8,2.5
2,2020-01-01 00:43:01,2020-01-01 00:49:27,1,0.69,1,N,88,261,2,5.5,0.5,0.5,0.0,0.0,0.3,9.3,2.5
2,2020-01-01 00:51:17,2020-01-01 00:56:42,1,1.28,1,N,261,125,2,6.5,0.5,0.5,0.0,0.0,0.3,10.3,2.5
2,2020-01-01 00:26:24,2020-01-01 00:33:57,1,0.87,1,N,164,186,2,6.5,0.5,0.5,0.0,0.0,0.3,10.3,2.5
2,2020-01-01 00:56:04,2020-01-01 01:05:56,1,0.93,1,N,246,48,1,7.5,0.5,0.5,1.5,0.0,0.3,12.8,2.5
2,2020-01-01 00:27:39,2020-01-01 00:37:13,1,1.38,1,N,125,148,1,8.0,0.5,0.5,2.36,0.0,0.3,14.16,2.5
2,2020-01-01 00:39:27,2020-01-01 00:57:49,1,3.55,1,N,148,164,2,15.0,0.5,0.5,0.0,0.0,0.3,18.8,2.5
2,2020-01-01 00:35:23,2020-01-01 00:43:04,1,1.66,1,N,170,107,1,7.5,0.5,0.5,2.26,0.0,0.3,13.56,2.5
2,2020-01-01 00:44:40,2020-01-01 00:52:28,1,0.82,1,N,107,234,1,6.5,0.5,0.5,2.0,0.0,0.3,12.3,2.5
2,2020-01-01 00:10:44,2020-01-01 00:18:38,1,2.32,1,N,140,74,3,-9.0,-0.5,-0.5,0.0,0.0,-0.3,-12.8,-2.5
2,2020-01-01 00:10:44,2020-01-01 00:18:38,1,2.32,1,N,140,74,2,9.0,0.5,0.5,0.0,0.0,0.3,12.8,2.5
2,2020-01-01 00:23:41,2020-01-01 00:41:31,1,6.48,1,N,263,244,2,21.5,0.5,0.5,0.0,0.0,0.3,25.3,2.5
2,2020-01-01 00:49:32,2020-01-01 01:17:37,2,7.53,1,N,166,113,1,26.5,0.5,0.5,9.09,0.0,0.3,39.39,2.5
2,2020-01-01 00:29:51,2020-01-01 00:39:53,1,0.58,1,N,237,161,1,7.5,0.5,0.5,2.26,0.0,0.3,13.56,2.5
1,2020-01-01 00:43:39,2020-01-01 00:44:31,1,21.8,1,N,48,48,3,2.5,3.0,0.5,0.0,0.0,0.3,6.3,2.5
1,2020-01-01 00:52:08,2020-01-01 01:17:42,1,4.6,1,N,50,88,2,19.5,3.0,0.5,0.0,0.0,0.3,23.3,2.5
2,2020-01-01 00:19:10,2020-01-01 00:28:13,2,1.66,1,N,239,236,1,8.0,0.5,0.5,2.36,0.0,0.3,14.16,2.5
2,2020-01-01 00:30:54,2020-01-01 00:37:30,2,1.31,1,N,236,237,1,7.0,0.5,0.5,2.16,0.0,0.3,12.96,2.5
2,2020-01-01 00:41:26,2020-01-01 00:46:33,2,1.2,1,N,237,236,1,6.0,0.5,0.5,1.96,0.0,0.3,11.76,2.5
2,2020-01-01 00:49:05,2020-01-01 00:52:44,2,0.48,1,N,236,237,2,4.5,0.5,0.5,0.0,0.0,0.3,8.3,2.5
2,2020-01-01 00:59:42,2020-01-01 01:06:45,3,1.3,1,N,43,233,2,7.0,0.5,0.5,0.0,0.0,0.3,10.8,2.5
2,2020-01-01 00:10:29,2020-01-01 00:13:37,5,1.12,1,N,239,151,2,5.0,0.5,0.5,0.0,0.0,0.3,8.8,2.5
2,2020-01-01 00:22:24,2020-01-01 00:38:03,5,3.49,1,N,238,229,2,13.5,0.5,0.5,0.0,0.0,0.3,17.3,2.5
2,2020-01-01 00:25:52,2020-01-01 00:33:27,1,1.64,1,N,161,141,1,7.5,0.5,0.5,1.7,0.0,0.3,13.0,2.5
2,2020-01-01 00:46:55,2020-01-01 01:08:04,1,2.57,1,N,161,137,2,14.5,0.5,0.5,0.0,0.0,0.3,18.3,2.5
1,2020-01-01 00:21:00,2020-01-01 00:32:49,2,1.7,1,N,43,233,1,9.0,3.0,0.5,2.55,0.0,0.3,15.35,2.5
1,2020-01-01 00:54:11,2020-01-01 01:11:07,1,1.8,1,N,237,48,2,11.5,3.0,0.5,0.0,0.0,0.3,15.3,2.5
2,2020-01-01 00:32:02,2020-01-01 00:38:39,1,0.64,1,N,186,186,1,6.0,0.5,0.5,1.0,0.0,0.3,10.8,2.5
2,2020-01-01 00:46:11,2020-01-01 00:56:48,1,1.48,1,N,234,137,1,8.5,0.5,0.5,2.46,0.0,0.3,14.76,2.5
2,2020-01-01 00:41:54,2020-01-01 00:54:18,1,1.87,1,N,114,170,1,10.0,0.5,0.5,2.76,0.0,0.3,16.56,2.5
2,2020-01-01 00:58:52,2020-01-01 01:20:06,1,2.06,1,N,107,246,1,14.0,0.5,0.5,3.56,0.0,0.3,21.36,2.5
2,2020-01-01 00:31:48,2020-01-01 00:45:01,1,1.6,1,N,107,158,1,9.5,0.5,0.5,2.66,0.0,0.3,15.96,2.5
